795100.573590359 1199826.41764817
795110.571984908 1199826.23846547
795120.570379457 1199826.05928278
795130.568774006 1199825.88010008
795140.567168555 1199825.70091738
795150.565563104 1199825.52173468
795160.563957654 1199825.34255198
795170.562352203 1199825.16336929
795180.560746752 1199824.98418659
795190.559141301 1199824.80500389
795200.55753585 1199824.62582119
795210.555930399 1199824.44663849
795220.554324949 1199824.2674558
795230.552719498 1199824.0882731
795240.551114047 1199823.9090904
795250.549508596 1199823.7299077
795260.547903145 1199823.550725
795270.546297694 1199823.37154231
795280.544692244 1199823.19235961
795290.543086793 1199823.01317691
795300.541481342 1199822.83399421
795310.539875891 1199822.65481151
795320.53827044 1199822.47562882
795330.536664989 1199822.29644612
795340.535059539 1199822.11726342
795350.533454088 1199821.93808072
795360.531848637 1199821.75889802
795370.530243186 1199821.57971533
795380.528637735 1199821.40053263
795390.527032284 1199821.22134993
795400.525426834 1199821.04216723
795410.523821383 1199820.86298453
795420.522215932 1199820.68380184
795430.520610481 1199820.50461914
795440.51900503 1199820.32543644
795450.517399579 1199820.14625374
795460.515794129 1199819.96707104
795470.514188678 1199819.78788835
795480.512583227 1199819.60870565
795490.510977776 1199819.42952295
795500.509372325 1199819.25034025
795510.507766874 1199819.07115755
795520.506161423 1199818.89197485
795530.504555973 1199818.71279216
795540.502950522 1199818.53360946
795550.501345071 1199818.35442676
795560.49973962 1199818.17524406
795570.498134169 1199817.99606136
795580.496528718 1199817.81687867
795590.494923268 1199817.63769597
795600.493317817 1199817.45851327
795610.491712366 1199817.27933057
795620.490106915 1199817.10014787
795630.488501464 1199816.92096518
795640.486896013 1199816.74178248
795650.485290563 1199816.56259978
795660.483685112 1199816.38341708
795670.482079661 1199816.20423438
795680.48047421 1199816.02505169
795690.478868759 1199815.84586899
795700.477263308 1199815.66668629
795710.475657857 1199815.48750359
795720.474052407 1199815.30832089
795730.472446956 1199815.1291382
795740.470841505 1199814.9499555
795750.469236054 1199814.7707728
795760.467630603 1199814.5915901
795770.466025152 1199814.4124074
795780.464419702 1199814.23322471
795790.462814251 1199814.05404201
795800.4612088 1199813.87485931
795810.459603349 1199813.69567661
795820.457997898 1199813.51649391
795830.456392447 1199813.33731122
795840.454786997 1199813.15812852
795850.453181546 1199812.97894582
795860.451576095 1199812.79976312
795870.449970644 1199812.62058042
795880.448365193 1199812.44139773
795890.446759742 1199812.26221503
795900.445154292 1199812.08303233
795910.443548841 1199811.90384963
795920.44194339 1199811.72466693
795930.440337939 1199811.54548424
795940.438732488 1199811.36630154
795950.437127037 1199811.18711884
795960.435521587 1199811.00793614
795970.433916136 1199810.82875344
795980.432310685 1199810.64957075
795990.430705234 1199810.47038805
796000.429099783 1199810.29120535
796010.427494332 1199810.11202265
796020.425888882 1199809.93283995
796030.424283431 1199809.75365726
796040.42267798 1199809.57447456
796050.421072529 1199809.39529186
796060.419467078 1199809.21610916
796070.417861627 1199809.03692646
796080.416256177 1199808.85774377
796090.414650726 1199808.67856107
796100.413045275 1199808.49937837
796110.411439824 1199808.32019567
796120.409834373 1199808.14101297
796130.408228922 1199807.96183028
796140.406623472 1199807.78264758
796150.405018021 1199807.60346488
796160.40341257 1199807.42428218
796170.401807119 1199807.24509948
796180.400201668 1199807.06591679
796190.398596217 1199806.88673409
796200.396990767 1199806.70755139
796210.395385316 1199806.52836869
796220.393779865 1199806.34918599
796230.392174414 1199806.1700033
796240.390568963 1199805.9908206
796250.388963512 1199805.8116379
796260.387358062 1199805.6324552
796270.385752611 1199805.4532725
796280.38414716 1199805.27408981
796290.382541709 1199805.09490711
796300.380936258 1199804.91572441
796310.379330807 1199804.73654171
796320.377725356 1199804.55735901
796330.376119906 1199804.37817632
796340.374514455 1199804.19899362
796350.372909004 1199804.01981092
796360.371303553 1199803.84062822
796370.369698102 1199803.66144552
796380.368092651 1199803.48226283
796390.366487201 1199803.30308013
796400.36488175 1199803.12389743
796410.363276299 1199802.94471473
796420.361670848 1199802.76553203
796430.360065397 1199802.58634934
796440.358459946 1199802.40716664
796450.356854496 1199802.22798394
796460.355249045 1199802.04880124
796470.353643594 1199801.86961854
796480.352038143 1199801.69043585
796490.350432692 1199801.51125315
796500.348827241 1199801.33207045
796510.347221791 1199801.15288775
796520.34561634 1199800.97370505
796530.344010889 1199800.79452236
796540.342405438 1199800.61533966
796550.340799987 1199800.43615696
796560.339194536 1199800.25697426
796570.337589086 1199800.07779156
796580.335983635 1199799.89860887
796590.334378184 1199799.71942617
796600.332772733 1199799.54024347
796610.331167282 1199799.36106077
796620.329561831 1199799.18187807
796630.327956381 1199799.00269538
796640.32635093 1199798.82351268
796650.324745479 1199798.64432998
796660.323140028 1199798.46514728
796670.321534577 1199798.28596458
796680.319929126 1199798.10678189
796690.318323676 1199797.92759919
796700.316718225 1199797.74841649
796710.315112774 1199797.56923379
796720.313507323 1199797.39005109
796730.311901872 1199797.2108684
796740.310296421 1199797.0316857
796750.308690971 1199796.852503
796760.30708552 1199796.6733203
796770.305480069 1199796.4941376
796780.303874618 1199796.31495491
796790.302269167 1199796.13577221
796800.300663716 1199795.95658951
796810.299058266 1199795.77740681
796820.297452815 1199795.59822411
796830.295847364 1199795.41904142
796840.294241913 1199795.23985872
796850.292636462 1199795.06067602
796860.291031011 1199794.88149332
796870.289425561 1199794.70231062
796880.28782011 1199794.52312793
796890.286214659 1199794.34394523
796900.284609208 1199794.16476253
796910.283003757 1199793.98557983
796920.281398306 1199793.80639713
796930.279792855 1199793.62721444
796940.278187405 1199793.44803174
796950.276581954 1199793.26884904
796960.274976503 1199793.08966634
796970.273371052 1199792.91048364
796980.271765601 1199792.73130094
796990.27016015 1199792.55211825
797000.2685547 1199792.37293555
797010.266949249 1199792.19375285
797020.265343798 1199792.01457015
797030.263738347 1199791.83538745
797040.262132896 1199791.65620476
797050.260527445 1199791.47702206
797060.258921995 1199791.29783936
797070.257316544 1199791.11865666
797080.255711093 1199790.93947396
797090.254105642 1199790.76029127
797100.252500191 1199790.58110857
797110.25089474 1199790.40192587
797120.24928929 1199790.22274317
797130.247683839 1199790.04356047
797140.246078388 1199789.86437778
797150.244472937 1199789.68519508
797160.242867486 1199789.50601238
797170.241262035 1199789.32682968
797180.239656584 1199789.14764698
797190.238051134 1199788.96846429
797200.236445683 1199788.78928159
797210.234840232 1199788.61009889
797220.233234781 1199788.43091619
797230.23162933 1199788.25173349
797240.230023879 1199788.0725508
797250.228418429 1199787.8933681
797260.226812978 1199787.7141854
797270.225207527 1199787.5350027
797280.223602076 1199787.35582
797290.221996625 1199787.17663731
797300.220391174 1199786.99745461
797310.218785724 1199786.81827191
797320.217180273 1199786.63908921
797330.215574822 1199786.45990651
797340.213969371 1199786.28072382
797350.21236392 1199786.10154112
797360.210758469 1199785.92235842
797370.209153019 1199785.74317572
797380.207547568 1199785.56399302
797390.205942117 1199785.38481033
797400.204336666 1199785.20562763
797410.202731215 1199785.02644493
797420.201125764 1199784.84726223
797430.199520314 1199784.66807953
797440.197914863 1199784.48889684
797450.196309412 1199784.30971414
797460.194703961 1199784.13053144
797470.19309851 1199783.95134874
797480.191493059 1199783.77216604
797490.189887609 1199783.59298335
797500.188282158 1199783.41380065
797510.186676707 1199783.23461795
797520.185071256 1199783.05543525
797530.183465805 1199782.87625255
797540.181860354 1199782.69706986
797550.180254904 1199782.51788716
797560.178649453 1199782.33870446
797570.177044002 1199782.15952176
797580.175438551 1199781.98033906
797590.1738331 1199781.80115637
797600.172227649 1199781.62197367
797610.170622198 1199781.44279097
797620.169016748 1199781.26360827
797630.167411297 1199781.08442557
797640.165805846 1199780.90524288
797650.164200395 1199780.72606018
797660.162594944 1199780.54687748
797670.160989493 1199780.36769478
797680.159384043 1199780.18851208
797690.157778592 1199780.00932939
797700.156173141 1199779.83014669
797710.15456769 1199779.65096399
797720.152962239 1199779.47178129
797730.151356788 1199779.29259859
797740.149751338 1199779.1134159
797750.148145887 1199778.9342332
797760.146540436 1199778.7550505
797770.144934985 1199778.5758678
797780.143329534 1199778.3966851
797790.141724083 1199778.21750241
797800.140118633 1199778.03831971
797810.138513182 1199777.85913701
797820.136907731 1199777.67995431
797830.13530228 1199777.50077161
797840.133696829 1199777.32158892
797850.132091378 1199777.14240622
797860.130485928 1199776.96322352
797870.128880477 1199776.78404082
797880.127275026 1199776.60485812
797890.125669575 1199776.42567543
797900.124064124 1199776.24649273
797910.122458673 1199776.06731003
797920.120853223 1199775.88812733
797930.119247772 1199775.70894463
797940.117642321 1199775.52976194
797950.11603687 1199775.35057924
797960.114431419 1199775.17139654
797970.112825968 1199774.99221384
797980.111220518 1199774.81303114
797990.109615067 1199774.63384845
798000.108009616 1199774.45466575
798010.106404165 1199774.27548305
798020.104798714 1199774.09630035
798030.103193263 1199773.91711765
798040.101587813 1199773.73793496
798050.099982362 1199773.55875226
798060.098376911 1199773.37956956
798070.09677146 1199773.20038686
798080.095166009 1199773.02120416
798090.093560558 1199772.84202147
798100.091955108 1199772.66283877
798110.090349657 1199772.48365607
798120.088744206 1199772.30447337
798130.087138755 1199772.12529067
798140.085533304 1199771.94610798
798150.083927853 1199771.76692528
798160.082322403 1199771.58774258
798170.080716952 1199771.40855988
798180.079111501 1199771.22937718
798190.07750605 1199771.05019449
798200.075900599 1199770.87101179
798210.074295148 1199770.69182909
798220.072689697 1199770.51264639
798230.071084247 1199770.33346369
798240.069478796 1199770.154281
798250.067873345 1199769.9750983
798260.066267894 1199769.7959156
798270.064662443 1199769.6167329
798280.063056992 1199769.4375502
798290.061451542 1199769.25836751
798300.059846091 1199769.07918481
798310.05824064 1199768.90000211
798320.056635189 1199768.72081941
798330.055029738 1199768.54163671
798340.053424287 1199768.36245402
798350.051818837 1199768.18327132
798360.050213386 1199768.00408862
798370.048607935 1199767.82490592
798380.047002484 1199767.64572322
798390.045397033 1199767.46654052
798400.043791582 1199767.28735783
798410.042186132 1199767.10817513
798420.040580681 1199766.92899243
798430.03897523 1199766.74980973
798440.037369779 1199766.57062703
798450.035764328 1199766.39144434
798460.034158877 1199766.21226164
798470.032553427 1199766.03307894
798480.030947976 1199765.85389624
798490.029342525 1199765.67471355
798500.027737074 1199765.49553085
798510.026131623 1199765.31634815
798520.024526172 1199765.13716545
798530.022920722 1199764.95798275
798540.021315271 1199764.77880005
798550.01970982 1199764.59961736
798560.018104369 1199764.42043466
798570.016498918 1199764.24125196
798580.014893467 1199764.06206926
798590.013288017 1199763.88288656
798600.011682566 1199763.70370387
798610.010077115 1199763.52452117
798620.008471664 1199763.34533847
798630.006866213 1199763.16615577
798640.005260762 1199762.98697307
798650.003655311 1199762.80779038
798660.002049861 1199762.62860768
798670.00044441 1199762.44942498
798679.998838959 1199762.27024228
798689.997233508 1199762.09105958
798699.995628057 1199761.91187689
798709.994022606 1199761.73269419
798719.992417156 1199761.55351149
798729.990811705 1199761.37432879
798739.989206254 1199761.19514609
798749.987600803 1199761.0159634
798759.985995352 1199760.8367807
798769.984389901 1199760.657598
798779.982784451 1199760.4784153
798789.981179 1199760.2992326
798799.979573549 1199760.12004991
798809.977968098 1199759.94086721
798819.976362647 1199759.76168451
798829.974757196 1199759.58250181
798839.973151746 1199759.40331911
798849.971546295 1199759.22413642
798859.969940844 1199759.04495372
798869.968335393 1199758.86577102
798879.966729942 1199758.68658832
798889.965124491 1199758.50740562
798899.96351904 1199758.32822293
798909.96191359 1199758.14904023
798919.960308139 1199757.96985753
798929.958702688 1199757.79067483
798939.957097237 1199757.61149213
798949.955491786 1199757.43230944
798959.953886335 1199757.25312674
798969.952280885 1199757.07394404
798979.950675434 1199756.89476134
798989.949069983 1199756.71557864
798999.947464532 1199756.53639595
799009.945859081 1199756.35721325
799019.94425363 1199756.17803055
799029.94264818 1199755.99884785
799039.941042729 1199755.81966515
799049.939437278 1199755.64048246
799059.937831827 1199755.46129976
799069.936226376 1199755.28211706
799079.934620925 1199755.10293436
799089.933015475 1199754.92375166
799099.931410024 1199754.74456897
799109.929804573 1199754.56538627
799119.928199122 1199754.38620357
799129.926593671 1199754.20702087
799139.92498822 1199754.02783817
799149.92338277 1199753.84865548
799159.921777319 1199753.66947278
799169.920171868 1199753.49029008
799179.918566417 1199753.31110738
799189.916960966 1199753.13192468
799199.915355515 1199752.95274199
799209.913750065 1199752.77355929
799219.912144614 1199752.59437659
799229.910539163 1199752.41519389
799239.908933712 1199752.23601119
799249.907328261 1199752.0568285
799259.90572281 1199751.8776458
799269.90411736 1199751.6984631
799279.902511909 1199751.5192804
799289.900906458 1199751.3400977
799299.899301007 1199751.16091501
799309.897695556 1199750.98173231
799319.896090105 1199750.80254961
799329.894484655 1199750.62336691
799339.892879204 1199750.44418421
799349.891273753 1199750.26500152
799359.889668302 1199750.08581882
799369.888062851 1199749.90663612
799379.8864574 1199749.72745342
799389.88485195 1199749.54827072
799399.883246499 1199749.36908803
799409.881641048 1199749.18990533
799419.880035597 1199749.01072263
799429.878430146 1199748.83153993
799439.876824695 1199748.65235723
799449.875219245 1199748.47317454
799459.873613794 1199748.29399184
799469.872008343 1199748.11480914
799479.870402892 1199747.93562644
799489.868797441 1199747.75644374
799499.86719199 1199747.57726105
799509.865586539 1199747.39807835
799519.863981089 1199747.21889565
799529.862375638 1199747.03971295
799539.860770187 1199746.86053025
799549.859164736 1199746.68134756
799559.857559285 1199746.50216486
799569.855953834 1199746.32298216
799579.854348384 1199746.14379946
799589.852742933 1199745.96461676
799599.851137482 1199745.78543407
799609.849532031 1199745.60625137
799619.84792658 1199745.42706867
799629.846321129 1199745.24788597
799639.844715679 1199745.06870327
799649.843110228 1199744.88952058
799659.841504777 1199744.71033788
799669.839899326 1199744.53115518
799679.838293875 1199744.35197248
799689.836688424 1199744.17278978
799699.835082974 1199743.99360709
799709.833477523 1199743.81442439
799719.831872072 1199743.63524169
799729.830266621 1199743.45605899
799739.82866117 1199743.27687629
799749.827055719 1199743.0976936
799759.825450269 1199742.9185109
799769.823844818 1199742.7393282
799779.822239367 1199742.5601455
799789.820633916 1199742.3809628
799799.819028465 1199742.20178011
799809.817423014 1199742.02259741
799819.815817564 1199741.84341471
