5.830960160230769543e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.833899140692307847e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.836838121153846150e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.839777101615384454e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.842716082076923922e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.845655062538462225e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.848594043000000529e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.851533023461538833e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.854472003923077136e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.857410984384615440e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.860349964846153744e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.863288945307692047e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.866227925769231515e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.869166906230769819e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.872105886692308122e+05 6.660529767476785928e+06 9.253305816650390625e+01
5.875044867153846426e+05 6.660529767476785928e+06 1.105095291137695312e+02
5.877983847615384730e+05 6.660529767476785928e+06 7.100598907470703125e+01
5.880922828076923033e+05 6.660529767476785928e+06 7.100598907470703125e+01
5.883861808538461337e+05 6.660529767476785928e+06 4.534362411499023438e+01
5.886800789000000805e+05 6.660529767476785928e+06 1.362883663177490234e+01
5.889739769461539108e+05 6.660529767476785928e+06 1.906762886047363281e+01
5.892678749923077412e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.895617730384615716e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.898556710846154019e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.901495691307692323e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.904434671769230627e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.907373652230768930e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.910312632692308398e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.913251613153846702e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.916190593615385005e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.919129574076923309e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.922068554538461613e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.925007534999999916e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.927946515461538220e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.930885495923076523e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.933824476384615991e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.936763456846154295e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.939702437307692599e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.942641417769230902e+05 6.660529767476785928e+06 -9.999000000000000000e+03
5.830960160230769543e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.833899140692307847e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.836838121153846150e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.839777101615384454e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.842716082076923922e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.845655062538462225e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.848594043000000529e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.851533023461538833e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.854472003923077136e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.857410984384615440e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.860349964846153744e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.863288945307692047e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.866227925769231515e+05 6.660235869430357590e+06 -6.462517738342285156e+00
5.869166906230769819e+05 6.660235869430357590e+06 -1.258122825622558594e+01
5.872105886692308122e+05 6.660235869430357590e+06 5.077801513671875000e+01
5.875044867153846426e+05 6.660235869430357590e+06 5.313776779174804688e+01
5.877983847615384730e+05 6.660235869430357590e+06 5.313776779174804688e+01
5.880922828076923033e+05 6.660235869430357590e+06 2.004777336120605469e+01
5.883861808538461337e+05 6.660235869430357590e+06 -5.041546630859375000e+01
5.886800789000000805e+05 6.660235869430357590e+06 -1.142012023925781250e+02
5.889739769461539108e+05 6.660235869430357590e+06 -1.091688842773437500e+02
5.892678749923077412e+05 6.660235869430357590e+06 -9.607543945312500000e+01
5.895617730384615716e+05 6.660235869430357590e+06 -2.867534255981445312e+01
5.898556710846154019e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.901495691307692323e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.904434671769230627e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.907373652230768930e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.910312632692308398e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.913251613153846702e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.916190593615385005e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.919129574076923309e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.922068554538461613e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.925007534999999916e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.927946515461538220e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.930885495923076523e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.933824476384615991e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.936763456846154295e+05 6.660235869430357590e+06 8.514692687988281250e+01
5.939702437307692599e+05 6.660235869430357590e+06 1.770445709228515625e+02
5.942641417769230902e+05 6.660235869430357590e+06 -9.999000000000000000e+03
5.830960160230769543e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.833899140692307847e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.836838121153846150e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.839777101615384454e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.842716082076923922e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.845655062538462225e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.848594043000000529e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.851533023461538833e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.854472003923077136e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.857410984384615440e+05 6.659941971383928321e+06 -9.999000000000000000e+03
5.860349964846153744e+05 6.659941971383928321e+06 4.299800395965576172e+00
